ecosystem,packageName,requestedVersion,version,name,displayName,description,recipeCount,category1,category2,category3,category4,category1Description,category2Description,category3Description,category4Description,options
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferOsIsTimeout,Prefer errors.Is for os timeout checks,"Replace deprecated `os.IsTimeout(err)` with `errors.Is(err, os.ErrDeadlineExceeded)` (Go 1.16+).",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferOsMkdirTemp,Prefer os.MkdirTemp,"Replace deprecated `ioutil.TempDir(dir, pattern)` with `os.MkdirTemp(dir, pattern)` (Go 1.16+).",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferOsReadDir,Prefer os.ReadDir,Replace deprecated `ioutil.ReadDir(name)` with `os.ReadDir(name)` (Go 1.16+).,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferOsReadFile,Prefer os.ReadFile,Replace deprecated `ioutil.ReadFile(name)` with `os.ReadFile(name)` (Go 1.16+).,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferOsWriteFile,Prefer os.WriteFile,"Replace deprecated `ioutil.WriteFile(name, data, perm)` with `os.WriteFile(name, data, perm)` (Go 1.16+).",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferRawStringForRegex,Prefer raw string literals for regex patterns,Replace interpreted string literals containing backslash escapes with raw string literals in `regexp.Compile` or `regexp.MustCompile` calls.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferRegexpMustCompile,Prefer regexp.MustCompile for unchecked patterns,"Collapse `x, err := regexp.Compile(p)` followed by an `if err != nil` guard into `x := regexp.MustCompile(p)`.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferSlicesSort,Prefer slices.Sort over sort type helpers,"Replace deprecated `sort.Ints`, `sort.Strings`, and `sort.Float64s` with `slices.Sort` (Go 1.21+).",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferSortInts,Prefer sort.Ints over sort.Sort(sort.IntSlice),Replace `sort.Sort(sort.IntSlice(s))` with `sort.Ints(s)`.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStrconvAtoi,Prefer strconv.Atoi,"Replace `strconv.ParseInt(s, 10, 0)` with `strconv.Atoi(s)`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStrconvFormatBool,Prefer strconv.FormatBool over fmt.Sprintf,"Replace `fmt.Sprintf(""%t"", b)` with `strconv.FormatBool(b)` for better performance.",1,,Performance,Code quality,Go,,Performance optimizations,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStrconvItoa,Prefer strconv.Itoa over fmt.Sprintf,"Replace `fmt.Sprintf(""%d"", n)` with `strconv.Itoa(n)` for better performance.",1,,Performance,Code quality,Go,,Performance optimizations,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStrconvQuote,Prefer strconv.Quote over fmt.Sprintf,"Replace `fmt.Sprintf(""%q"", s)` with `strconv.Quote(s)` for clearer intent when quoting strings.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStringsBuilderWriteString,Prefer strings.Builder WriteString,"Replace `fmt.Fprintf(&b, ""%s"", s)` with `b.WriteString(s)` for more efficient string building.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStringsContains,Prefer strings.Contains over strings.Index comparison,"Replace `strings.Index(s, sub) != -1` and similar patterns with `strings.Contains(s, sub)`.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStringsContainsAny,Prefer strings.ContainsAny,"Replace `strings.IndexAny(s, chars) != -1` with `strings.ContainsAny(s, chars)` and `strings.IndexAny(s, chars) == -1` with `!strings.ContainsAny(s, chars)`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStringsContainsOverCount,Prefer strings.Contains over strings.Count,"Replace `strings.Count(s, sub) > 0` with `strings.Contains(s, sub)` and `strings.Count(s, sub) == 0` with `!strings.Contains(s, sub)`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStringsContainsRune,Prefer strings.ContainsRune,"Replace `strings.IndexRune(s, r) != -1` with `strings.ContainsRune(s, r)` and `strings.IndexRune(s, r) == -1` with `!strings.ContainsRune(s, r)`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStringsEqualFold,Prefer strings.EqualFold,"Replace `strings.ToLower(s) == strings.ToLower(n)` with `strings.EqualFold(s, n)`.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStringsEqualFoldSingle,Prefer strings.EqualFold (single-sided),"Replace `strings.ToLower(s) == t` and `strings.ToUpper(s) == t` with `strings.EqualFold(s, t)`.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStringsHasPrefix,Prefer strings.HasPrefix,"Replace `strings.Index(s, prefix) == 0` with `strings.HasPrefix(s, prefix)`.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.PreferStringsNewReader,Prefer strings.NewReader,Replace `bytes.NewReader([]byte(s))` with `strings.NewReader(s)` to avoid an unnecessary string-to-byte-slice conversion.,1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.ReduceErrorCheckNesting,Reduce error check nesting,"Invert `if err == nil { body }` to `if err != nil { return err }` followed by the body, reducing nesting in error-handling code.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.ReduceNestingDepth,Reduce nesting depth,"Invert `if err == nil { body }` to `if err != nil { return }` followed by the body, reducing nesting by one level.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveConstantCondition,Remove constant if condition,Remove `if true { ... }` (inline body) and `if false { ... }` (remove dead code).,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveDebugPrint,Remove debug print statements,"Remove calls to `fmt.Println`, `fmt.Printf`, `fmt.Print`, `println`, and `print`.",1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveDoubleDeref,Remove redundant *& (deref of address-of),Remove `*&x` where taking the address and immediately dereferencing is a no-op.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveDuplicateConditions,Remove duplicate conditions,"Remove else-if branches whose condition duplicates an earlier branch in the same if/else-if chain, since the later branch is dead code.",1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveEmptyDefault,Remove empty default case,Remove `default:` cases with empty bodies from switch statements.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveEmptyFunction,Remove empty functions,Remove free functions with empty bodies and no return type. Methods with receivers are preserved because they may implement an interface.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveEmptyGoroutine,Remove empty goroutine,Remove `go func() {}()` patterns where the goroutine body is empty.,1,,Style,Code quality,Go,,Code style and conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveEmptyLoop,Remove empty for loop,Remove `for` loops with empty bodies that spin without doing useful work.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveEmptySwitch,Remove empty switch,Remove `switch` statements with no case clauses. An empty switch body is dead code.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveGetterPrefix,Remove getter prefix,Remove the "Get" prefix from method names. Go convention is that getters should not have the "Get" prefix. Callers of this method will need to be updated separately.,1,,Naming,Code quality,Go,,Naming conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemovePackagePrefixFromName,Remove package prefix from name,Find exported identifiers whose name starts with the package name. Go convention discourages repeating the package name in exported identifiers.,1,,Naming,Code quality,Go,,Naming conventions,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveRedundantBreak,Remove redundant break,Remove trailing `break` in switch case clauses. Go switch cases do not fall through by default.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveRedundantBreakInSelect,Remove redundant break in select,Remove trailing `break` in select communication clauses. Go select cases do not fall through.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveRedundantElse,Remove redundant else after return,Remove `if ... { return } else { ... }` where the else is redundant because the if block ends with a return.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveRedundantInterfaceAssertion,Remove redundant type assertion to empty interface,Remove type assertions to `any` or `interface{}` which are always true and redundant.,1,,Redundancy,Code quality,Go,,Remove redundant code,Recipes for improving Go code quality,,
go,github.com/moderneinc/recipes-go,,v0.5.3,org.openrewrite.golang.codequality.RemoveRedundantRangeBlank,Remove redundant range blank,"Remove the blank identifier from `for i, _ := range s` loops. Use `for i := range s` instead.",1,,Simplification,Code quality,Go,,Simplify expressions and patterns,Recipes for improving Go code quality,,
